업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
일반음식점,1996-06-10,수목식당,"서울특별시 동작구 서달로14나길 28 (흑석동,(1층))",서울특별시 동작구 흑석동 54번지 146호 (1층),26.4,02-816-3556,한식
일반음식점,1996-06-21,노들식당,,서울특별시 동작구 흑석동 101번지 2호,36.8,02-824-8210,한식
일반음식점,1996-05-06,참나무집,서울특별시 동작구 사당로16길 17 (사당동),서울특별시 동작구 사당동 318번지 2호,26.12,02-522-5351,한식
일반음식점,1996-04-04,요코쵸,서울특별시 동작구 사당로30길 100 (사당동),서울특별시 동작구 사당동 1029번지 38호,31.62,,일식
일반음식점,1996-04-18,신보라매회관,서울특별시 동작구 보라매로5길 28 (신대방동),서울특별시 동작구 신대방동 395번지 제더호,145.78,02-841-1986,한식
일반음식점,1996-04-18,신보라매회관,서울특별시 동작구 여의대방로20길 33 (신대방동),서울특별시 동작구 신대방동 395번지,91.2,02-841-1986,한식
일반음식점,1996-04-24,LP음악카페쎄시봉,서울특별시 동작구 동작대로 43 (사당동),서울특별시 동작구 사당동 1030번지 20호,79.8,02-0588-0587,경양식
일반음식점,1996-01-22,오리촌,서울특별시 동작구 동작대로31길 17 (사당동),서울특별시 동작구 사당동 89번지 6호,64.37,,한식
일반음식점,1996-02-28,남성집,서울특별시 동작구 동작대로 127 (사당동),서울특별시 동작구 사당동 134번지 2호,24.75,02-599-1175,한식
일반음식점,1996-10-17,안정식당,서울특별시 동작구 동작대로29가길 7 (사당동),서울특별시 동작구 사당동 89번지 60호,18.29,02-533-2338,한식
일반음식점,1996-04-04,아르테스 웨딩홀,서울특별시 동작구 동작대로 59 (사당동),서울특별시 동작구 사당동 1008번지 22호,1385.28,02-525-3384,뷔페식
일반음식점,1996-08-08,만리장성,서울특별시 동작구 노량진로12길 12 (노량진동),서울특별시 동작구 노량진동 39번지 1호,48.64,02-826-9555,중국식
일반음식점,1996-02-26,곱창스토브(stove),서울특별시 동작구 서달로15길 12 (흑석동),서울특별시 동작구 흑석동 106번지 32호,46.85,02-821-4138,한식
일반음식점,1996-12-23,2달러(2DOLLARS),서울특별시 동작구 흑석로 110 (흑석동),서울특별시 동작구 흑석동 183번지 1호,164.77,02-823-7977,호프/통닭
일반음식점,1996-05-20,실내포장마차,서울특별시 동작구 노량진로18길 23 (본동),서울특별시 동작구 본동 404번지 1호,15.39,02-825-5284,정종/대포집/소주방
일반음식점,1997-07-01,추억의 통치킨,서울특별시 동작구 사당로29길 2 (사당동),서울특별시 동작구 사당동 150번지 28호,26.43,02-3477-5844,정종/대포집/소주방
일반음식점,1997-07-25,목화,서울특별시 동작구 국사봉길 18 (신대방동),서울특별시 동작구 신대방동 338번지 22호,21.69,02-812-8767,정종/대포집/소주방
일반음식점,1997-04-11,펀비어킹,서울특별시 동작구 보라매로 105 (신대방동),서울특별시 동작구 신대방동 351번지 5호,63.93,02-826-8631,정종/대포집/소주방
일반음식점,1997-01-08,짱구슈퍼(사당점),서울특별시 동작구 동작대로3길 19 (사당동),서울특별시 동작구 사당동 1041번지 33호,32.64,,호프/통닭
일반음식점,1997-12-12,명일칼국수,서울특별시 동작구 여의대방로 22 (신대방동),서울특별시 동작구 신대방동 565번지 0호,23.56,02-835-3414,분식
일반음식점,1997-12-16,맘스터치,서울특별시 동작구 노량진로14가길 14 (노량진동),서울특별시 동작구 노량진동 85번지 6호,14.04,02-812-6842,한식
일반음식점,1997-10-28,대박김치찌개,서울특별시 동작구 보라매로5길 5 (신대방동),서울특별시 동작구 신대방동 706번지 0호,21.65,02-833-4330,분식
일반음식점,1997-10-18,건영한식,"서울특별시 동작구 만양로 26 (상도동,(B109))",서울특별시 동작구 상도동 414번지 (B109),24.12,02-823-7766,분식
일반음식점,1997-10-07,아비꼬 이수점,서울특별시 동작구 동작대로27길 23 (사당동),서울특별시 동작구 사당동 139번지 50호,26.33,02-591-5105,일식
일반음식점,1997-07-19,서일순대국Ⅱ,서울특별시 동작구 여의대방로24길 10-4 (신대방동),서울특별시 동작구 신대방동 377번지 1호,21.44,02-821-3468,한식
일반음식점,1997-07-23,고려왕족발,서울특별시 동작구 만양로14길 7 (노량진동),서울특별시 동작구 노량진동 119번지 186호,30.38,02-827-0170,한식
일반음식점,1997-08-14,한솔분식,서울특별시 동작구 동작대로 115 (사당동),서울특별시 동작구 사당동 136번지 1호 지하층,10.8,02-595-8000,분식
일반음식점,1997-08-14,한가족,서울특별시 동작구 동작대로 115 (사당동),서울특별시 동작구 사당동 136번지 1호 지하,5.15,02-242-5819,분식
일반음식점,1997-06-11,또와분식,서울특별시 동작구 양녕로30길 4 (상도동),서울특별시 동작구 상도동 211번지 386호,21.66,02-0825-6902,분식
일반음식점,1997-06-20,킬 앤 빠,서울특별시 동작구 노량진로8길 44 (노량진동),서울특별시 동작구 노량진동 257번지 3호,12.18,02-822-0294,분식
일반음식점,1997-06-24,진미해장국,서울특별시 동작구 사당로 175 (사당동),서울특별시 동작구 사당동 218번지 14호,29.24,02-533-5617,분식
일반음식점,1997-06-30,토크쇼,서울특별시 동작구 신대방길 108 (신대방동),서울특별시 동작구 신대방동 591번지 13호,24.48,02-842-4416,분식
일반음식점,1997-05-23,숯불닭바베큐,서울특별시 동작구 동작대로27길 16-5 (사당동),서울특별시 동작구 사당동 132번지 20호,29.4,02-595-0997,통닭(치킨)
일반음식점,1997-01-18,태고,"서울특별시 동작구 보라매로5가길 24, 72호 (신대방동, 보라매나산스위트지하1층)",서울특별시 동작구 신대방동 395번지 68호,27,02-836-6450,분식
일반음식점,1997-03-21,아싸마늘통닭,서울특별시 동작구 여의대방로22길 14 (신대방동),서울특별시 동작구 신대방동 375번지 45호,106.19,02-827-0116,한식
일반음식점,1993-12-09,동대문곱창,서울특별시 동작구 국사봉1길 31 (상도동),서울특별시 동작구 상도동 324번지 43호,63.54,02-0825-0858,한식
일반음식점,1997-12-03,이야기클럽,서울특별시 동작구 사당로16가길 63 (사당동),서울특별시 동작구 사당동 249번지 26호,35.49,02-0598-6030,호프/통닭
일반음식점,1997-12-12,미스터피자 중앙대점,서울특별시 동작구 서달로13길 2 (흑석동),서울특별시 동작구 흑석동 102번지 96호,119.65,,경양식
일반음식점,1997-12-17,백채 보라매점,"서울특별시 동작구 여의대방로24길 7, 2층 (대방동)",서울특별시 동작구 대방동 407번지 10호,117.11,02-817-5001,한식
일반음식점,1997-11-04,스팅(Sting),서울특별시 동작구 사당로 8 (상도동),서울특별시 동작구 상도동 501번지 1호,77.55,02-0827-0999,경양식
일반음식점,1997-11-27,개성집,"서울특별시 동작구 서달로12길 32 (흑석동,1층)",서울특별시 동작구 흑석동 95번지 15호 1층,33,02-816-1021,한식
일반음식점,1997-11-29,Ju.chef(주셰프),서울특별시 동작구 동작대로25길 33 (사당동),서울특별시 동작구 사당동 144번지 1호,69.43,02-534-0997,경양식
일반음식점,1997-10-14,김밥천국,서울특별시 동작구 흑석로 101 (흑석동),서울특별시 동작구 흑석동 184번지 27호,35.95,02-815-6357,분식
일반음식점,1997-10-18,맥호프,서울특별시 동작구 성대로1길 19 (상도동),서울특별시 동작구 상도동 355번지 24호,30.65,02-826-8856,호프/통닭
일반음식점,1997-06-17,오라고,서울특별시 동작구 상도로 178 (상도동),서울특별시 동작구 상도동 368번지 14호 8층,96.76,,경양식
일반음식점,1997-07-08,씨밤,서울특별시 동작구 흑석로13가길 29 (흑석동),서울특별시 동작구 흑석동 188번지 15호,60.89,02-824-9869,경양식
일반음식점,1997-02-14,남자피자 노량진점,서울특별시 동작구 만양로 72 (노량진동),서울특별시 동작구 노량진동 223번지 20호,16.8,02-824-9294,통닭(치킨)
일반음식점,1997-02-26,미담길,서울특별시 동작구 상도로67길 32 (상도동),서울특별시 동작구 상도동 505번지 7호,62.2,,한식
일반음식점,1997-01-09,동래해물파전,서울특별시 동작구 동작대로7길 20 (사당동),서울특별시 동작구 사당동 1029번지 23호,78.85,02-583-2002,한식
일반음식점,1997-04-03,자금성,서울특별시 동작구 사당로16가길 97 (사당동),서울특별시 동작구 사당동 224번지 49호,42.56,02-525-2399,중국식
일반음식점,1997-12-26,맥반석조개구이,서울특별시 동작구 성대로1길 1 (상도동),서울특별시 동작구 상도동 346번지 9호,28.8,02-824-1482,회집
일반음식점,1997-01-05,오케이목장,서울특별시 동작구 사당로30길 150 (사당동),서울특별시 동작구 사당동 1041번지 31호,126.14,02-0523-6640,한식
일반음식점,1997-11-26,황제떡볶이,서울특별시 동작구 노량진로12길 16 (노량진동),서울특별시 동작구 노량진동 39번지 18호,24.42,02-823-4524,분식
일반음식점,1997-11-28,구노포차,서울특별시 동작구 만양로14길 10 (노량진동),서울특별시 동작구 노량진동 123번지 6호,28.76,02-826-7757,한식
일반음식점,1997-12-10,본가왕해물찜신대방점,서울특별시 동작구 대림로 12 (신대방동),서울특별시 동작구 신대방동 692번지 52호,40.06,02-832-1804,한식
일반음식점,1997-12-11,온누리 쭈꾸미 상도점,서울특별시 동작구 매봉로 13 (상도1동),서울특별시 동작구 상도1동 522번지 외 3필지,510.38,02-816-5492,한식
일반음식점,1997-11-17,원조마포갈비,서울특별시 동작구 노량진로8길 35 (노량진동),서울특별시 동작구 노량진동 36번지 5호,29.7,02-824-5830,한식
일반음식점,1997-10-06,오후홍콩,서울특별시 동작구 흑석로13가길 29 (흑석동),서울특별시 동작구 흑석동 188번지 15호,47.88,,중국식
일반음식점,1997-10-13,중국성,서울특별시 동작구 사당로 152 (사당동),서울특별시 동작구 사당동 203번지 5호,40.58,02-3473-5145,중국식
일반음식점,1997-09-06,동해해물탕,서울특별시 동작구 양녕로22가길 67 (상도동),서울특별시 동작구 상도동 214번지 291호,63.6,02-814-7700,한식
일반음식점,1997-09-19,자매빈대떡,서울특별시 동작구 동작대로29길 15 (사당동),서울특별시 동작구 사당동 131번지 12호,19.88,02-3471-7278,한식
일반음식점,1997-09-22,김채원24시감자탕,서울특별시 동작구 동작대로3길 14 (사당동),서울특별시 동작구 사당동 1032번지 31호,105.4,02-585-1332,한식
일반음식점,1997-07-10,무등산장,서울특별시 동작구 노량진로12길 13 (노량진동),서울특별시 동작구 노량진동 39번지 8호,57.55,02-821-0788,한식
일반음식점,1997-07-12,이고집 쭈꾸미,서울특별시 동작구 동작대로27다길 2 (사당동),서울특별시 동작구 사당동 139번지 20호,19.72,02-592-9222,한식
일반음식점,1997-07-18,마포최대포숯불갈매기,서울특별시 동작구 서달로14길 11 (흑석동),서울특별시 동작구 흑석동 6번지 21호,43.47,02-817-0738,한식
일반음식점,1997-07-31,손칼국수,서울특별시 동작구 사당로 32 (상도동),서울특별시 동작구 상도동 506번지 4호,24.12,02-816-3473,한식
일반음식점,1997-06-13,바지락손칼국수,서울특별시 동작구 상도로 77 (대방동),서울특별시 동작구 대방동 335번지 15호,28,02-817-9686,한식
일반음식점,1997-06-28,이디야 커피 중앙대점,서울특별시 동작구 흑석로 79 (흑석동),서울특별시 동작구 흑석동 195번지 19호,83.87,02-813-5660,한식
일반음식점,1997-06-12,장원분식,서울특별시 동작구 보라매로5가길 24 (신대방동),서울특별시 동작구 신대방동 395번지 68호,25.68,02-836-5431,한식
일반음식점,1997-05-12,도시락촌,서울특별시 동작구 보라매로5가길 24 (신대방동),서울특별시 동작구 신대방동 395번지 68호,20,02-849-2242,한식
일반음식점,1997-03-31,맷돌이야기,,서울특별시 동작구 사당동 147번지 73호,69.45,02-592-2005,한식
일반음식점,1997-04-08,진성참숯불갈비,서울특별시 동작구 상도로47길 10 (상도동),서울특별시 동작구 상도동 464번지 32호,56.16,02-821-0252,한식
일반음식점,1997-04-21,희락골,서울특별시 동작구 여의대방로16길 8 (신대방동),서울특별시 동작구 신대방동 498번지 23호,76.1,02-846-1076,한식
일반음식점,1997-03-11,도스마스 숭실대점,"서울특별시 동작구 상도로61길 23, 1층 (상도동)",서울특별시 동작구 상도동 502번지 2호,71.8,02-815-8866,한식
일반음식점,1997-03-21,나눔,"서울특별시 동작구 보라매로5가길 24, 지하동 49호 (신대방동,보라매나산스위트)",서울특별시 동작구 신대방동 395번지 68호 보라매나산스위트 지하동 49호,19,02-846-7604,분식
일반음식점,1997-02-17,홍어집,"서울특별시 동작구 장승배기로 69 (상도동, 1층)",서울특별시 동작구 상도동 181번지 13호 1층,55.28,02-825-3702,한식
일반음식점,1997-02-17,상도해물찜.동태찜,서울특별시 동작구 상도로 150 (상도동),서울특별시 동작구 상도동 188번지 31호,28.22,02-822-4663,한식
일반음식점,1997-02-25,전주단지네 사당역점,서울특별시 동작구 동작대로1길 28 (사당동),서울특별시 동작구 사당동 1039번지 61호,92.74,02-521-2537,한식
일반음식점,1997-03-03,양지식당,서울특별시 동작구 노량진로16길 35 (노량진동),서울특별시 동작구 노량진동 119번지 4호,30.24,02-813-9772,한식
일반음식점,1997-01-07,오리미가,서울특별시 동작구 상도로15길 42 (상도동),서울특별시 동작구 상도동 354번지 12호,83.83,02-822-5292,한식
일반음식점,1997-01-23,이탈리안 돈까스,서울특별시 동작구 흑석로9길 15 (흑석동),서울특별시 동작구 흑석동 190번지 20호,29.35,02-815-5633,한식
일반음식점,1997-01-07,미가,"서울특별시 동작구 보라매로5가길 24, 지하동 66호 (신대방동,보라매나산)",서울특별시 동작구 신대방동 395번지 68호 보라매나산 지하동 66호,12.65,02-836-4849,한식
일반음식점,1997-04-21,한솥,서울특별시 동작구 보라매로5길 23 (신대방동),서울특별시 동작구 신대방동 395번지 62호,17.17,02-844-3777,한식
일반음식점,1997-05-12,배밭골,"서울특별시 동작구 보라매로5길 23, 지하동 115호 (신대방동,삼성보라매옴니타워)",서울특별시 동작구 신대방동 395번지 62호 삼성보라매옴니타워 지하동 115호,43.5,02-835-3337,한식
일반음식점,1997-07-16,돈통,서울특별시 동작구 동작대로27다길 8 (사당동),서울특별시 동작구 사당동 139번지 27호,82,02-3478-9292,한식
일반음식점,1998-12-30,왕노가리호프,서울특별시 동작구 동작대로5길 10 (사당동),서울특별시 동작구 사당동 1031번지 14호,69.93,02-3486-2209,호프/통닭
일반음식점,1998-03-04,버거킹 노량진점,서울특별시 동작구 노량진로 169 (노량진동),서울특별시 동작구 노량진동 151번지 11호,323.37,02-0816-2176,패스트푸드
일반음식점,1998-06-17,통큰집,서울특별시 동작구 신대방길 108 (신대방동),서울특별시 동작구 신대방동 591번지 13호,23.43,02-834-0763,정종/대포집/소주방
일반음식점,1998-04-21,실내포장마차,서울특별시 동작구 장승배기로 138 (노량진동),서울특별시 동작구 노량진동 233번지 6호,16.73,02-826-3365,정종/대포집/소주방
일반음식점,1998-10-23,신의주찹쌀순대,서울특별시 동작구 상도로61길 37 (상도동),서울특별시 동작구 상도동 505번지 9호,54.26,02-822-5862,분식
일반음식점,1998-11-09,명갈비,서울특별시 동작구 상도로31길 83 (상도동),서울특별시 동작구 상도동 22번지 86호,178,02-822-7656,식육(숯불구이)
일반음식점,1998-08-28,까르보네,"서울특별시 동작구 사당로 214 (사당동,10)",서울특별시 동작구 사당동 254번지 9호 10,25.2,02-532-3475,분식
일반음식점,1998-09-07,비비큐치킨,서울특별시 동작구 사당로 176 (사당동),서울특별시 동작구 사당동 217번지 2호,15.66,02-3473-0229,통닭(치킨)
일반음식점,1998-07-25,한국밥,서울특별시 동작구 만양로 105 (노량진동),서울특별시 동작구 노량진동 116번지 2호,34.17,02-824-5650,통닭(치킨)
일반음식점,1998-07-28,네네치킨,"서울특별시 동작구 상도로50길 9 (상도동, 1층)",서울특별시 동작구 상도동 469번지 1호 1층,33,02-824-9244,통닭(치킨)
일반음식점,1998-04-25,상도실내포장마차,서울특별시 동작구 상도로 288 (상도1동),서울특별시 동작구 상도1동 784번지 1호,21.09,02-821-3825,호프/통닭
일반음식점,1998-07-01,울엄마쌈밥,서울특별시 동작구 보라매로5길 15 (신대방동),서울특별시 동작구 신대방동 395번지 70호,179.8,02-820-2082,한식
일반음식점,1998-10-28,환타지,서울특별시 동작구 여의대방로24길 120 (신대방동),서울특별시 동작구 신대방동 355번지 20호,18.2,,경양식
일반음식점,1998-08-28,진호프,서울특별시 동작구 흑석로9길 9 (흑석동),서울특별시 동작구 흑석동 190번지 9호,46.66,02-825-9803,호프/통닭
일반음식점,1998-07-23,제주흑돼지 소금구이,서울특별시 동작구 노량진로 126 (노량진동),서울특별시 동작구 노량진동 44번지 16호,94.88,02-817-3036,통닭(치킨)
일반음식점,1998-04-13,스시로로,서울특별시 동작구 동작대로23길 29 (사당동),서울특별시 동작구 사당동 1006번지 5호,36.3,02-585-1015,일식
일반음식점,1998-04-25,돈푸대,서울특별시 동작구 상도로 158 (상도동),서울특별시 동작구 상도동 186번지 7호,34.83,02-822-6643,경양식
일반음식점,1998-05-08,콘서트,서울특별시 동작구 동작대로7길 23 (사당동),서울특별시 동작구 사당동 1032번지 3호,21,02-598-5720,경양식
일반음식점,1998-05-30,대박(2),서울특별시 동작구 흑석로 111-5 (흑석동),서울특별시 동작구 흑석동 181번지 15호,73.65,02-816-0805,한식
일반음식점,1998-05-12,희래등,"서울특별시 동작구 등용로 123 (대방동,외 3필지)",서울특별시 동작구 대방동 39번지 2호 외 3필지,709.29,02-827-0722,중국식
일반음식점,1998-11-30,흑산도홍어,서울특별시 동작구 동작대로3길 16 (사당동),서울특별시 동작구 사당동 1032번지 32호,33.7,02-597-5850,회집
일반음식점,1998-10-31,새마을식당,서울특별시 동작구 만양로 104 (노량진동),서울특별시 동작구 노량진동 117번지 24호,158.64,02-821-8208,한식
일반음식점,1998-11-12,깡통,서울특별시 동작구 동작대로7길 18-1 (사당동),서울특별시 동작구 사당동 1029번지 26호,44.68,,한식
일반음식점,1998-11-13,미정국수0410노량진지점,서울특별시 동작구 만양로 105 (노량진동),서울특별시 동작구 노량진동 116번지 2호,52.27,,기타
일반음식점,1998-11-14,논고을,서울특별시 동작구 남부순환로269길 12 (사당동),서울특별시 동작구 사당동 1039번지 14호,56.73,02-525-9203,한식
일반음식점,1998-09-25,완도수산,서울특별시 동작구 남부순환로271길 35 (사당동),서울특별시 동작구 사당동 1032번지 50호,25.76,,일식
일반음식점,1998-09-26,새벽촌,서울특별시 동작구 사당로30길 122 (사당동),서울특별시 동작구 사당동 1032번지 4호,39.86,02-0525-9348,한식
일반음식점,1998-08-31,미스터피자노량진점,서울특별시 동작구 노량진로 180 (노량진동),서울특별시 동작구 노량진동 148번지 91호,162.39,02-816-1414,패스트푸드
일반음식점,1998-09-04,원조영양탕,서울특별시 동작구 여의대방로22가길 10 (신대방동),서울특별시 동작구 신대방동 375번지 14호,64.75,02-822-6078,한식
일반음식점,1998-07-16,들풀,서울특별시 동작구 상도로 263-6 (상도1동),서울특별시 동작구 상도1동 698번지 0호,112.27,02-814-2696,한식
일반음식점,1998-08-06,마포주먹고기,서울특별시 동작구 사당로 247-1 (사당동),서울특별시 동작구 사당동 323번지 12호,33.66,02-591-3245,한식
일반음식점,1998-08-11,삼성식당,서울특별시 동작구 성대로5길 44 (상도동),서울특별시 동작구 상도동 242번지 88호,50.59,,한식
일반음식점,1998-06-20,예가 숯불갈비,서울특별시 동작구 상도로26길 19 (상도동),서울특별시 동작구 상도동 367번지 6호,132.48,02-822-0401,한식
일반음식점,1998-06-25,꿀까스,서울특별시 동작구 여의대방로22길 48 (신대방동),서울특별시 동작구 신대방동 363번지 0호,67.13,02-824-2727,한식
일반음식점,1998-06-26,두꺼비부대찌게,서울특별시 동작구 노량진로8길 58 (노량진동),서울특별시 동작구 노량진동 244번지 65호,46.73,02-814-8266,한식
일반음식점,1998-07-09,왕곱창막창집,서울특별시 동작구 서달로15길 23 (흑석동),서울특별시 동작구 흑석동 181번지 1호,26.95,02-816-0831,한식
일반음식점,1998-05-19,유가네칡냉면,서울특별시 동작구 신대방2길 2-9 (신대방동),서울특별시 동작구 신대방동 644번지 9호,57,02-844-9793,한식
일반음식점,1998-05-30,장원식당,서울특별시 동작구 서달로15길 17 (흑석동),서울특별시 동작구 흑석동 101번지 4호,81.75,02-815-3318,한식
일반음식점,1998-04-23,골목식당,서울특별시 동작구 국사봉1길 43-1 (상도동),서울특별시 동작구 상도동 324번지 64호,43.74,02-821-0067,한식
일반음식점,1998-03-19,서울회관,서울특별시 동작구 성대로1가길 27 (상도동),서울특별시 동작구 상도동 193번지 80호,45,02-816-7168,한식
일반음식점,1998-03-11,성원칼국수,"서울특별시 동작구 만양로 26 (상도동,건영상가1층111호)",서울특별시 동작구 상도동 414번지 건영상가1층111호,19.09,02-813-5772,한식
일반음식점,1998-03-14,유미식당,서울특별시 동작구 사당로 172 (사당동),서울특별시 동작구 사당동 213번지 25호,24.48,02-812-4820,한식
일반음식점,1998-03-14,국시방,서울특별시 동작구 사당로 214 (사당동),서울특별시 동작구 사당동 254번지 9호,73,02-3486-6598,한식
일반음식점,1998-01-05,해뜨는집,서울특별시 동작구 동작대로7길 76 (사당동),서울특별시 동작구 사당동 1038번지 26호,47.14,02-521-0848,한식
일반음식점,1998-07-22,신대방부대 찌개,"서울특별시 동작구 국사봉2길 22, 1층 (신대방동)",서울특별시 동작구 신대방동 346번지 16호,48,02-823-9048,기타
일반음식점,1998-09-15,우리집,서울특별시 동작구 동작대로29가길 9 (사당동),서울특별시 동작구 사당동 89번지 59호,29.72,02-599-6802,한식
일반음식점,1998-06-22,멕시카나치킨,"서울특별시 동작구 사당로9가길 82 (사당동,대아아파트 상가동 107호)",서울특별시 동작구 사당동 1134번지 대아아파트 상가동 107호,21.3,02-596-0606,통닭(치킨)
일반음식점,1998-01-13,욜로(YOLO),서울특별시 동작구 흑석로 116 (흑석동),서울특별시 동작구 흑석동 180번지 6호,87.31,,호프/통닭
일반음식점,1999-10-23,종로빈대떡,서울특별시 동작구 동작대로9길 10 (사당동),서울특별시 동작구 사당동 1019번지 18호,23.04,02-584-1330,한식
일반음식점,1999-10-22,저팔계솥뚜껑삼겹살,서울특별시 동작구 노량진로 145 (노량진동),서울특별시 동작구 노량진동 67번지 12호,46.41,02-0823-3284,한식
일반음식점,1999-10-23,라이스&포테이토,서울특별시 동작구 흑석로 83 (흑석동),서울특별시 동작구 흑석동 195번지 35호,28,,한식
일반음식점,1999-10-22,처음,서울특별시 동작구 상도로 161 (상도동),서울특별시 동작구 상도동 366번지 20호,12.65,02-816-7637,감성주점
일반음식점,1999-10-15,만족양꼬치,서울특별시 동작구 동작대로27다길 5 (사당동),서울특별시 동작구 사당동 139번지 51호,46.5,02-0533-4069,한식
일반음식점,1999-01-07,청춘식당,"서울특별시 동작구 서달로13길 11-13 (흑석동,,34)","서울특별시 동작구 흑석동 102번지 33호 ,34",42.33,02-812-8884,분식
일반음식점,1999-01-04,플로렌스 파티하우스,"서울특별시 동작구 보라매로5길 15 (신대방동,전문건설회관 29층)",서울특별시 동작구 신대방동 395번지 70호 전문건설회관 29층,1391.25,02-3284-1242,경양식
일반음식점,1999-10-25,국물닭발&매운갈비찜,서울특별시 동작구 상도로61길 54 (상도동),서울특별시 동작구 상도동 507번지 11호,48.75,,한식
일반음식점,1999-10-20,스시와,서울특별시 동작구 동작대로25길 28 (사당동),서울특별시 동작구 사당동 708번지 438호,49.2,02-592-8259,일식
일반음식점,1999-10-20,청년가맥,서울특별시 동작구 동작대로3길 32 (사당동),서울특별시 동작구 사당동 1032번지 46호,14.6,02-582-8908,호프/통닭
일반음식점,1999-10-29,남경,서울특별시 동작구 장승배기로 159 (노량진동),서울특별시 동작구 노량진동 240번지 1호,62.88,02-817-6677,중국식
일반음식점,1999-10-19,양꼬치 포차,서울특별시 동작구 대림로 12-1 (신대방동),서울특별시 동작구 신대방동 692번지 46호,49.5,02-844-2137,정종/대포집/소주방
일반음식점,1999-10-11,재일,서울특별시 동작구 서달로14길 24 (흑석동),서울특별시 동작구 흑석동 50번지 22호,26.36,02-822-1145,일식
일반음식점,1999-01-15,바오밥이수점,서울특별시 동작구 동작대로27가길 20 (사당동),서울특별시 동작구 사당동 137번지 15호,55.03,02-0596-9654,중국식
일반음식점,1999-01-18,시어터웨딩라무르,서울특별시 동작구 노량진로 74 (대방동),서울특별시 동작구 대방동 49번지 6호,1452.36,02-828-2100,뷔페식
일반음식점,1999-01-25,바다회상,"서울특별시 동작구 만양로 84 (노량진동, 지층)",서울특별시 동작구 노량진동 330번지 지층,266.8,02-813-6114,일식
일반음식점,1999-02-08,대천분식,"서울특별시 동작구 만양로 84 (노량진동,삼익주상복합상가 지하 7호)",서울특별시 동작구 노량진동 330번지 삼익주상복합상가 지하 7호,19.61,02-817-2388,분식
일반음식점,1999-02-12,이조숯불갈비,,서울특별시 동작구 사당동 139번지 55호,27.6,02-534-5591,한식
일반음식점,1999-03-06,족발의발견,서울특별시 동작구 동작대로1길 32 (사당동),서울특별시 동작구 사당동 1039번지 50호,64.87,02-581-3888,한식
일반음식점,1999-03-11,닭살돋는치킨,서울특별시 동작구 상도로 152 (상도동),서울특별시 동작구 상도동 188번지 4호 31,29.04,02-813-5779,통닭(치킨)
일반음식점,1999-03-11,원조 순대국,서울특별시 동작구 동작대로7길 34 (사당동),서울특별시 동작구 사당동 1033번지 23호,51.97,02-521-0177,한식
일반음식점,1999-03-12,포마토,서울특별시 동작구 동작대로29길 41 (사당동),서울특별시 동작구 사당동 128번지 45호,24.44,02-593-2687,분식
일반음식점,1999-03-15,비비큐치킨 상도2점,서울특별시 동작구 만양로 20 (상도동),서울특별시 동작구 상도동 17번지 62호,16.8,02-827-0092,통닭(치킨)
일반음식점,1999-03-22,뽕짜,서울특별시 동작구 만양로18길 22 (노량진동),서울특별시 동작구 노량진동 126번지 10호,88,02-817-6201,중국식
일반음식점,1999-04-01,장터식당,"서울특별시 동작구 노들로 674, 지상2층 19호 (노량진동)",서울특별시 동작구 노량진동 13번지 6호,139.74,02-827-0177,한식
일반음식점,1999-04-01,준호네돈가스,서울특별시 동작구 흑석로 85-7 (흑석동),서울특별시 동작구 흑석동 190번지 37호,38.76,02-824-2282,한식
일반음식점,1999-04-15,피자스쿨(동작구청점),서울특별시 동작구 장승배기로 164 (노량진동),서울특별시 동작구 노량진동 50번지 2호,24.79,02-815-4982,패스트푸드
일반음식점,1999-10-29,이태리로간고등어,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미 202-2)",서울특별시 동작구 신대방동 395번지 69호 보라매아카데미 202-2,112.1,,한식
일반음식점,1999-04-21,전주전집,서울특별시 동작구 동작대로7길 19 (사당동),서울특별시 동작구 사당동 1032번지 1호,170.88,02-581-1419,한식
일반음식점,1999-04-24,할매순대국,서울특별시 동작구 국사봉1길 11 (상도동),서울특별시 동작구 상도동 324번지 72호,83.16,02-0813-6747,정종/대포집/소주방
일반음식점,1999-04-24,통통이식당,서울특별시 동작구 만양로8길 64 (노량진동),서울특별시 동작구 노량진동 123번지 43호,59.15,02-0825-2934,한식
일반음식점,1999-04-28,중앙돼지마을,서울특별시 동작구 흑석로 85-9 (흑석동),서울특별시 동작구 흑석동 190번지 31호,39.6,02-827-0608,한식
일반음식점,1999-04-28,고씨네중앙대점,서울특별시 동작구 흑석로 83-1 (흑석동),서울특별시 동작구 흑석동 190번지 26호,63.69,02-825-3830,정종/대포집/소주방
일반음식점,1999-04-29,두레박,서울특별시 동작구 서달로14길 22 (흑석동),서울특별시 동작구 흑석동 50번지 23호,84.1,02-813-0799,한식
일반음식점,1999-05-01,푸른제주,서울특별시 동작구 보라매로5길 15 (신대방동),서울특별시 동작구 신대방동 395번지 70호,217.5,02-3284-3677,일식
일반음식점,1999-05-04,감탄,서울특별시 동작구 만양로 87-1 (노량진동),서울특별시 동작구 노량진동 119번지 89호,9.86,02-813-8001,분식
일반음식점,1999-05-08,원조소금구이,서울특별시 동작구 여의대방로24길 134 (신대방동),서울특별시 동작구 신대방동 347번지 25호,38.5,02-813-6673,한식
